temp_dia_1,temp_dia_2,temp_dia_3,ropa,fecha
21,21,30,abrigada,2023-08-02
37,17,31,normal,2023-08-03
31,10,13,normal,2023-08-04
30,37,20,abrigada,2023-08-05
12,22,34,verano,2023-08-06
26,31,31,normal,2023-08-07
19,30,21,verano,2023-08-08
24,30,19,abrigada,2023-08-09
23,22,14,normal,2023-08-10
15,33,11,normal,2023-08-11
31,26,13,abrigada,2023-08-12
23,19,12,normal,2023-08-13
34,12,24,abrigada,2023-08-14
15,26,21,normal,2023-08-15
31,29,33,abrigada,2023-08-16
38,20,34,normal,2023-08-17
13,35,37,verano,2023-08-18
35,15,10,verano,2023-08-19
29,32,37,verano,2023-08-20
25,24,26,normal,2023-08-21
17,37,35,normal,2023-08-22
21,36,31,verano,2023-08-23
30,19,36,verano,2023-08-24
24,39,18,abrigada,2023-08-25
11,14,15,abrigada,2023-08-26
16,30,34,abrigada,2023-08-27
10,32,35,verano,2023-08-28
16,29,34,verano,2023-08-29
39,21,25,verano,2023-08-30
25,20,30,abrigada,2023-08-31
13,22,16,normal,2023-09-01
13,24,28,verano,2023-09-02
18,20,17,normal,2023-09-03
10,32,34,normal,2023-09-04
33,17,22,normal,2023-09-05
31,36,13,abrigada,2023-09-06
17,12,38,normal,2023-09-07
18,38,11,verano,2023-09-08
11,37,22,abrigada,2023-09-09
24,37,32,verano,2023-09-10
21,35,13,verano,2023-09-11
35,17,18,abrigada,2023-09-12
32,14,33,verano,2023-09-13
29,27,20,verano,2023-09-14
24,37,31,abrigada,2023-09-15
18,26,36,verano,2023-09-16
35,21,16,normal,2023-09-17
19,34,35,verano,2023-09-18
34,19,36,normal,2023-09-19
22,28,20,verano,2023-09-20
22,30,17,abrigada,2023-09-21
17,13,24,abrigada,2023-09-22
37,20,20,verano,2023-09-23
10,26,24,abrigada,2023-09-24
29,15,33,verano,2023-09-25
31,37,34,abrigada,2023-09-26
24,18,23,normal,2023-09-27
27,35,26,verano,2023-09-28
27,14,29,normal,2023-09-29
29,18,20,normal,2023-09-30
33,31,10,verano,2023-10-01
27,15,36,normal,2023-10-02
11,24,38,verano,2023-10-03
35,30,23,normal,2023-10-04
14,15,15,verano,2023-10-05
39,31,39,verano,2023-10-06
27,23,19,abrigada,2023-10-07
23,22,39,verano,2023-10-08
12,39,15,verano,2023-10-09
38,17,21,normal,2023-10-10
22,20,21,verano,2023-10-11
10,26,25,abrigada,2023-10-12
20,22,27,normal,2023-10-13
20,37,21,normal,2023-10-14
15,18,25,abrigada,2023-10-15
13,12,37,normal,2023-10-16
25,33,36,normal,2023-10-17
35,39,34,normal,2023-10-18
21,20,14,normal,2023-10-19
34,27,28,abrigada,2023-10-20
32,32,15,abrigada,2023-10-21
31,27,35,normal,2023-10-22
15,13,21,normal,2023-10-23
28,38,36,abrigada,2023-10-24
38,11,26,abrigada,2023-10-25
20,20,30,abrigada,2023-10-26
25,11,11,normal,2023-10-27
32,17,22,normal,2023-10-28
19,17,39,verano,2023-10-29
13,24,39,abrigada,2023-10-30
10,20,16,normal,2023-10-31
26,36,29,abrigada,2023-11-01
33,27,31,normal,2023-11-02
38,31,21,abrigada,2023-11-03
18,14,19,normal,2023-11-04
13,14,37,verano,2023-11-05
37,19,20,verano,2023-11-06
30,33,19,abrigada,2023-11-07
37,17,11,normal,2023-11-08
32,17,25,normal,2023-11-09
36,31,14,abrigada,2023-11-10
36,34,38,normal,2023-11-11
12,21,22,abrigada,2023-11-12
22,19,13,normal,2023-11-13
18,31,33,abrigada,2023-11-14
32,36,11,normal,2023-11-15
28,10,34,abrigada,2023-11-16
38,16,26,normal,2023-11-17
12,29,29,verano,2023-11-18
30,39,12,normal,2023-11-19
12,26,16,abrigada,2023-11-20
36,35,23,verano,2023-11-21
26,27,22,normal,2023-11-22
29,38,29,verano,2023-11-23
30,36,27,normal,2023-11-24
13,10,27,verano,2023-11-25
10,35,35,abrigada,2023-11-26
22,29,29,normal,2023-11-27
32,19,36,normal,2023-11-28
20,18,18,abrigada,2023-11-29
14,35,10,verano,2023-11-30
26,31,11,abrigada,2023-12-01
33,22,18,abrigada,2023-12-02
38,13,14,verano,2023-12-03
20,33,28,abrigada,2023-12-04
30,12,21,normal,2023-12-05
35,28,28,normal,2023-12-06
22,37,16,normal,2023-12-07
24,32,16,abrigada,2023-12-08
35,17,14,normal,2023-12-09
30,23,13,normal,2023-12-10
32,19,29,normal,2023-12-11
24,27,29,normal,2023-12-12
22,38,17,normal,2023-12-13
18,25,28,normal,2023-12-14
25,16,23,abrigada,2023-12-15
37,23,34,normal,2023-12-16
36,13,35,normal,2023-12-17
24,12,14,verano,2023-12-18
10,12,24,abrigada,2023-12-19
33,36,17,abrigada,2023-12-20
38,13,11,abrigada,2023-12-21
38,33,33,abrigada,2023-12-22
19,13,12,normal,2023-12-23
11,34,26,normal,2023-12-24
32,30,33,verano,2023-12-25
29,32,22,verano,2023-12-26
14,39,30,abrigada,2023-12-27
39,18,34,verano,2023-12-28
38,34,37,verano,2023-12-29
31,15,14,abrigada,2023-12-30
34,19,17,abrigada,2023-12-31
